,0,1,2,Date
0,-16755.776522976754,-19209.0898059985,-18595.74348023411,2020-06-26
0,-15585.709419475075,-18648.715131498375,-13542.473694544671,2020-06-29
0,-17985.09516339758,-24943.60396985556,-24767.525769430165,2020-06-30
0,-16537.389935433563,-13056.51581324505,-13457.494836784686,2020-07-01
0,-21113.89556725781,-38482.93136084705,-47816.11526145106,2020-07-02
0,-15781.468074333496,-17902.87548748228,-18460.952467114163,2020-07-06
0,-17141.105530750734,-26931.27905328528,-31994.503389974023,2020-07-07
0,-17357.951000556983,-21854.86581975536,-19918.824191666754,2020-07-08
0,-18402.998291924407,-37218.70044207247,-49899.300100579545,2020-07-09
0,-15856.132777466846,-11660.587313021535,-9226.469037332532,2020-07-10
0,-17017.9128322617,-31677.292141164144,-38930.34590444058,2020-07-13
0,-11278.876599664101,-11502.645058897324,-5357.620929626781,2020-07-14
0,-15606.420174517127,-18042.17780963598,-15111.724308527353,2020-07-15
0,-16199.831089375748,-13216.608676978407,-11937.064009098316,2020-07-16
0,-17818.484253172082,-31760.164923346234,-40335.45422621192,2020-07-17
0,-14852.198918413902,-6639.407015605834,-1903.9129592036936,2020-07-20
0,-16352.045322592823,-27763.73806792277,-32076.494631209916,2020-07-21
0,-14948.49907455346,-19554.681838911456,-20278.565419265145,2020-07-22
0,-17346.16764110079,-25370.11879622248,-31442.936228776292,2020-07-23
0,-8447.388549839605,2442.9343402899785,12841.192807251957,2020-07-24
0,-17487.78503308079,-26449.45414370969,-21629.58881231252,2020-07-27
0,-16274.19142780364,-19780.02894258427,-19010.17789875302,2020-07-28
0,-17967.847666237096,-28984.885997458296,-30806.6852337292,2020-07-29
0,-15750.870687926445,-14583.532788071074,-12803.933520382294,2020-07-30
0,-15711.628708757458,-17108.584363011236,-15913.028475347834,2020-07-31
0,-17567.596933800756,-32293.643461936357,-39695.217145159615,2020-08-03
0,-16081.667637970093,-23381.341325643312,-26652.69693705909,2020-08-04
0,-13866.015107438127,-17037.088163302094,-18357.695420313943,2020-08-05
0,-12145.567364447576,-13716.277485734656,-11178.463256300178,2020-08-06
0,-16796.99496191719,-29020.233597865434,-31398.595970670835,2020-08-07
0,-14217.549931923739,-25913.850155052187,-22020.130406696488,2020-08-10
0,-14313.009371050319,-18637.220562983806,-16400.869583220207,2020-08-11
0,-13389.486841894042,-11236.27788464509,-8245.030319753789,2020-08-12
0,-15805.79013520959,-25526.29065743138,-31537.191752009792,2020-08-13
0,-14395.41525931591,-19222.192192183742,-20335.711433359516,2020-08-14
0,-15143.420527600363,-26956.71048581543,-33209.746440701456,2020-08-17
0,-13558.56221344439,-15048.79233057932,-12976.71336574941,2020-08-18
0,-15128.238413927582,-25839.575245417982,-30212.85645521525,2020-08-19
0,-13532.379233803846,-20454.210018902046,-24107.900225574518,2020-08-20
0,-13646.975593708188,-20448.24827000437,-26400.875669548186,2020-08-21
0,-10761.606955928983,-12457.210649573339,-9277.610100276559,2020-08-24
0,-13533.327710497304,-20831.274040599917,-26697.546121226882,2020-08-25
0,-10941.53023577165,-18114.4147801425,-15274.130235694307,2020-08-26
0,-11959.092619511499,-21873.926976770876,-26217.71101013242,2020-08-27
0,-12108.26018000134,-18901.3161843326,-23624.799203340495,2020-08-28
0,-13106.153023201896,-18914.460116772276,-20470.69077893016,2020-08-31
0,-10612.940604611407,-13189.943760080749,-8949.986160040613,2020-09-01
0,-14733.416008650449,-31426.22072928779,-42373.01124481647,2020-09-02
0,-11021.322135153483,-17147.13696295346,-17350.4476258042,2020-09-03
0,-9099.787577530213,-8762.316144853889,-4258.88790290231,2020-09-04
0,-11605.42116505278,-9436.466327345033,-10748.034165007959,2020-09-08
0,-12939.124793091496,-14432.362791554788,-11349.250708178619,2020-09-09
0,-14326.42116208301,-19695.86408399181,-22500.79851177367,2020-09-10
0,-10341.320909866168,-7061.574975253726,-2544.363461233861,2020-09-11
0,-14724.438728913323,-21808.63725977921,-26699.710274211728,2020-09-14
0,-10871.48434744044,-2224.6570368533075,3522.8284111574153,2020-09-15
0,-15162.978597182531,-24936.60043096724,-30103.89825359212,2020-09-16
0,-12355.097623778936,-10818.320772862226,-10468.247302327098,2020-09-17
0,-12475.420340379045,-12813.928791507613,-13835.183974074653,2020-09-18
0,-12601.44185582286,-10619.008214998254,-8243.966331963695,2020-09-21
0,-16435.653300350667,-23401.570729918465,-29331.28008803143,2020-09-22
0,-14943.789773392997,-19854.707126852227,-22831.497658263776,2020-09-23
0,-15221.288823131163,-20559.630716874333,-18931.26056421688,2020-09-24
0,-15463.583316166583,-14709.90402999204,-6562.938185434059,2020-09-25
0,-14416.068187846358,-13175.997343630706,-14961.131765531087,2020-09-28
0,-17883.260685541085,-32144.23897077019,-44561.856877092025,2020-09-29
0,-14445.605468460506,-12190.845579594603,-16052.387377538611,2020-09-30
0,-14447.100314125157,-14530.126389794485,-14268.425903861671,2020-10-01
0,-15573.079042834646,-23230.078433275652,-25691.88985698837,2020-10-02
0,-15474.532770216641,-18378.85768514226,-19762.380009958753,2020-10-05
0,-15334.3198358323,-18585.081926031817,-19020.11174409843,2020-10-06
0,-13712.84530193242,-16302.38652519659,-8120.8465852927,2020-10-07
0,-18836.27657267495,-30384.46121276841,-39899.9315942119,2020-10-08
0,-13904.217910753363,-9721.460694561832,809.8411565541325,2020-10-09
0,-17478.469570056124,-31901.228234791193,-36814.23584585082,2020-10-12
0,-14254.99886810205,-12340.636432324942,-11797.001314734276,2020-10-13
0,-18799.97841907972,-29341.23267851925,-33491.69494906404,2020-10-14
0,-14223.00820101745,-9465.172745815824,-10768.661806767184,2020-10-15
0,-13006.643791203638,-10048.954412442858,-1864.7287493027638,2020-10-16
0,-14322.843516612482,-13637.574504646502,-14508.619568347898,2020-10-19
0,-17812.070183774504,-24251.926119397285,-27036.11942216873,2020-10-20
0,-14606.97294763101,-19456.255559805308,-11441.017179292749,2020-10-21
0,-16761.45956132295,-18491.445287871775,-20098.49335342958,2020-10-22
0,-17557.164203294156,-18047.157516253283,-18535.051486633958,2020-10-23
0,-20409.969470646596,-22382.818221312402,-28002.12792390049,2020-10-26
0,-16907.932461730306,-22254.205130382456,-25802.974224332636,2020-10-27
0,-15971.870198914317,-19462.287789314574,-18214.102402231318,2020-10-28
0,-15272.782990103904,-8699.775364502866,-4813.362598280431,2020-10-29
0,-17288.56231976927,-18246.513034774936,-13294.136346509971,2020-10-30
0,-9142.310304474178,-922.1369808206589,7304.132808926325,2020-11-02
0,-18246.17216706285,-32008.195864596688,-34265.16994353759,2020-11-03
0,-17492.151511772754,-22738.996143204186,-13390.561082268303,2020-11-04
0,-21301.78440458923,-43198.795295088785,-60833.91142631795,2020-11-05
0,-15460.570090766187,-24503.147086710047,-20899.121403663117,2020-11-06
0,-16424.397460497516,-26702.54614917018,-33829.27256963944,2020-11-09
0,-8216.91206888819,2051.2962500302237,20518.72594974072,2020-11-10
0,-15369.695467330519,-13746.553028749582,-11763.706710973278,2020-11-11
0,-19021.808540414306,-29872.200090017395,-38145.47845041207,2020-11-12
0,-20399.69800952646,-36172.8278626603,-52047.39005902976,2020-11-13
0,-12802.782902520974,-7961.840412062217,-1511.63181474854,2020-11-16
0,-16636.047709224127,-20670.132045256527,-24275.73898955856,2020-11-17
0,-16847.958955626844,-28379.082222913687,-38030.962901839965,2020-11-18
0,-18633.71636529414,-22702.352997254708,-21468.503081363557,2020-11-19
0,-17175.314076213916,-24461.7547713227,-26601.277546327183,2020-11-20
0,-16852.43650345098,-22260.121325084165,-26723.27930698541,2020-11-23
0,-16092.024010595369,-26200.167029814376,-30484.021362884814,2020-11-24
0,-16917.642940859074,-23906.23004665902,-33315.308702646245,2020-11-25
0,-18051.08557094292,-26681.285985800285,-32740.654624419625,2020-11-27
0,-16538.94972581323,-27581.384892301357,-34006.649771960205,2020-11-30
0,-14442.204491210656,-15967.999933860885,-13133.722883168935,2020-12-01
0,-17282.984318907427,-22535.037566066792,-25132.377196594127,2020-12-02
0,-16726.538798304657,-21130.954697583216,-26276.36656584399,2020-12-03
0,-16684.07451000703,-25406.217161732337,-26522.124065414304,2020-12-04
0,-14277.932046618143,-11830.20885922202,-9533.948397026055,2020-12-07
0,-18239.08076752081,-26394.069050489703,-40320.21831648206,2020-12-08
0,-17555.89353769723,-19018.599817698345,-19807.946641945895,2020-12-09
0,-12958.78075820416,-15846.006290685633,-13771.249142582767,2020-12-10
0,-15719.186870028183,-18946.386150196133,-17670.18979246397,2020-12-11
0,-16653.296418500777,-19840.987749751494,-21841.43026055823,2020-12-14
0,-17611.64109535149,-28444.26611058762,-45347.5914801401,2020-12-15
0,-16985.10012303215,-15222.620521243132,-7252.762684287022,2020-12-16
0,-16916.093953529133,-22351.000054129665,-26928.05725075059,2020-12-17
0,-14442.809851378888,-19702.67278689792,-21882.483228531488,2020-12-18
0,-18905.325807041132,-21303.85708899684,-27700.79360903696,2020-12-21
0,-14184.164379735852,-15578.787937987076,-16203.347037809861,2020-12-22
0,-17257.868184895615,-22049.072961519167,-28599.03859899237,2020-12-23
0,-17126.73361389215,-20846.368194402767,-25563.101316201704,2020-12-24
0,-17279.107009647,-19296.876723094523,-18377.122919124988,2020-12-28
0,-17416.85324485057,-20026.56261469861,-21925.351079942982,2020-12-29
0,-18228.089324660737,-28736.964498663423,-39071.516099530076,2020-12-30
0,-15903.829614948752,-13082.187780733193,-10652.086925482938,2020-12-31
0,-15299.809536489516,-15849.113341981732,-15021.39277036329,2021-01-04
0,-16444.816276960068,-14403.263913478448,-11521.860045426749,2021-01-05
0,-19366.975589278984,-26362.878881234847,-34735.722251839994,2021-01-06
0,-16737.078694155414,-13037.265677173662,-7150.85009499339,2021-01-07
0,-19656.58680718785,-26177.862352359985,-31647.144156588372,2021-01-08
0,-16854.899651364776,-16276.63498256378,-10827.436386148553,2021-01-11
0,-20708.85090236283,-32186.673107375616,-42857.250613038625,2021-01-12
0,-19286.59907276739,-6023.110193211009,-209.17597546666767,2021-01-13
0,-18267.25432707022,-21341.160129652646,-21709.098915471215,2021-01-14
0,-17864.96507610465,-25053.26733238262,-33484.63691904749,2021-01-15
0,-16637.02040981939,-16909.819534500348,-12746.54148926683,2021-01-19
0,-15916.080147493853,-14419.537199595765,-18508.563126540663,2021-01-20
0,-19460.811129668626,-29033.231543925696,-40021.4150712939,2021-01-21
0,-18216.47046955118,-21032.729654855124,-22535.169258407444,2021-01-22
0,-18291.110012652003,-23612.044662135413,-29919.841926834655,2021-01-25
0,-15004.392500661868,-7527.959028611137,-1887.441904043542,2021-01-26
0,-17426.30435069681,-24197.94104668982,-30868.80592410197,2021-01-27
0,-16494.635434004198,-18336.100565234443,-16268.656063873019,2021-01-28
0,-16295.718352945349,-12322.764403562085,-14253.989149496092,2021-01-29
0,-14440.313289102125,-10599.42256820541,-5622.948273543027,2021-02-01
0,-19705.309954209333,-29258.09469281727,-37692.79893031991,2021-02-02
0,-17970.31994591792,-25035.96558602614,-26057.325208772345,2021-02-03
0,-17625.897495372523,-23016.219716722248,-27590.362884719794,2021-02-04
0,-14394.226529422403,-17523.58845573418,-17218.34231017236,2021-02-05
0,-18806.417512287953,-23844.78604813319,-30791.104581325955,2021-02-08
0,-19192.689205934366,-26173.39775235723,-33034.93541732828,2021-02-09
0,-16357.890800178333,-14761.995195429403,-11808.839870496082,2021-02-10
0,-16776.305580305092,-16353.717985142857,-17180.773735936906,2021-02-11
0,-15268.4250982416,-13968.109593108431,-15822.656606742577,2021-02-12
0,-17227.00455171834,-19647.51281559841,-21125.898379085007,2021-02-16
0,-15774.901937536048,-20091.4144736643,-23828.041582300753,2021-02-17
0,-15140.823134711189,-18282.03571741705,-23480.66862029318,2021-02-18
0,-16367.463699698263,-20494.41077500992,-23468.516032344276,2021-02-19
0,-15816.490762425372,-19663.083056368654,-17280.918357080434,2021-02-22
0,-18618.070002866352,-16706.520330966105,-15948.397722489713,2021-02-23
0,-16800.40536505085,-15759.67670584072,-19909.394796237248,2021-02-24
0,-18737.52679154489,-25750.18566449295,-28089.40514719439,2021-02-25
0,-16277.838267116413,-21536.002966241558,-16575.596728792065,2021-02-26
0,-16424.696173072716,-21227.510076945804,-13764.679832524298,2021-03-01
0,-17307.806827225202,-21648.891150470696,-25520.788587875475,2021-03-02
0,-19619.04949225332,-24423.564729743197,-32621.4004863319,2021-03-03
0,-15445.059645046736,-19554.57648829152,-14465.330803913399,2021-03-04
0,-15002.818383327773,-9507.123432078766,-4862.09178103161,2021-03-05
0,-17942.442031316055,-18049.418896279054,-22651.7879054755,2021-03-08
0,-19673.50102708537,-28039.156666551888,-34663.193581697225,2021-03-09
0,-17898.477691635955,-22074.614333938094,-20161.583162607363,2021-03-10
0,-16845.022277532946,-16810.621881454426,-15281.807722059266,2021-03-11
0,-17079.06761520851,-26656.288074534783,-24429.496988321025,2021-03-12
0,-13868.128292444559,-11813.830457487653,-10501.256590406598,2021-03-15
0,-18525.45457558741,-23143.549409885185,-25529.765448074013,2021-03-16
0,-14980.935169968816,-13287.464706018061,-9814.190217222904,2021-03-17
0,-17619.83668308838,-21577.762544150843,-30878.0554021879,2021-03-18
0,-14094.650061483731,-14973.56204057604,-16535.83529076649,2021-03-19
0,-14869.173908006382,-18846.38757302537,-16333.4434259705,2021-03-22
0,-14028.528799806805,-16010.312014601139,-15801.708607536433,2021-03-23
0,-18012.60391878797,-29871.728027688543,-32704.04325664063,2021-03-24
0,-13498.454367635508,-15046.49856553306,-1587.1306403395427,2021-03-25
0,-14659.744524292866,-14810.951376483597,-10821.361584648377,2021-03-26
0,-18010.523024232592,-22890.316456489076,-25739.149644661982,2021-03-29
0,-16705.000868098214,-24671.573470787323,-26383.87762266305,2021-03-30
0,-15481.41841657142,-17723.989775932005,-15188.521766229478,2021-03-31
0,-15516.927725791067,-21003.584615016818,-22190.45824741706,2021-04-01
0,-15202.07638749122,-16624.609204734817,-20392.946478671063,2021-04-05
0,-15544.200527094847,-21480.044590709826,-24063.56952652327,2021-04-06
0,-15280.966870663842,-19326.068923318708,-26436.75973408358,2021-04-07
0,-16028.529428764265,-19517.473440122612,-18648.366280808896,2021-04-08
0,-14798.275977353434,-16176.709291823681,-16280.455908163538,2021-04-09
0,-13412.412786102015,-18500.842424292485,-18051.43545911124,2021-04-12
0,-14060.032908730287,-15426.455845143717,-15643.743846986963,2021-04-13
0,-13766.595281123784,-16148.370061819507,-17754.54977006601,2021-04-14
0,-12165.59597781469,-8777.034358578343,-9905.612441830333,2021-04-15
0,-14757.04465160108,-17474.184091228835,-18610.640356250682,2021-04-16
0,-11933.531142199186,-16489.956185844985,-17545.729879766408,2021-04-19
0,-15129.131553058904,-22408.518449990865,-27106.669969543564,2021-04-20
0,-14433.95820915195,-12768.235491086718,-11109.55201918869,2021-04-21
0,-14242.899976203114,-15948.70987068741,-17493.53162628004,2021-04-22
0,-13296.276518907354,-19946.398776227852,-16121.071511520273,2021-04-23
0,-13787.064995640902,-22080.41218714455,-23497.375119280747,2021-04-26
0,-14796.937270610948,-20733.8734384166,-20676.036686460156,2021-04-27
0,-14620.623140588083,-18083.081830123483,-19173.08089210508,2021-04-28
0,-11177.230219403351,-15950.207024379204,-14508.971636404613,2021-04-29
0,-11751.513997501614,-13656.832629801725,-12054.766629194419,2021-04-30
0,-14511.663570871959,-19555.239076818718,-25410.027434907188,2021-05-03
0,-12414.575788154621,-15361.647200508089,-14919.574025748869,2021-05-04
0,-10619.347465446739,-10953.482482201498,-7381.8878889393545,2021-05-05
0,-12523.084471804332,-11916.000977768897,-9880.726910539244,2021-05-06
0,-13359.297382156397,-16743.7391963707,-17553.16730643451,2021-05-07
0,-13300.028760242392,-20060.252363777137,-26405.25405619084,2021-05-10
0,-13305.812862445893,-17555.792867647637,-14814.016427623637,2021-05-11
0,-13439.782746739127,-14116.532028491518,-12037.17559661709,2021-05-12
0,-11625.827713060096,-13221.416377208638,-17105.100691005737,2021-05-13
0,-15014.358738488445,-20959.95489285307,-29055.13874530963,2021-05-14
0,-12298.807147446181,-14490.359104880412,-13350.287736204147,2021-05-17
0,-15591.232170336454,-24040.86940582034,-33907.276928594256,2021-05-18
0,-13174.227577256308,-16544.217964274736,-18711.332864212753,2021-05-19
0,-11748.38286315562,-11250.98335284544,-4447.581475763814,2021-05-20
0,-12412.986729153836,-14703.830015680604,-17771.950378937014,2021-05-21
0,-14077.247457535948,-16607.473999961807,-24840.166985324362,2021-05-24
0,-11956.954164479308,-17676.790602346697,-20319.977865573215,2021-05-25
0,-13587.088872398881,-14958.244658929265,-15101.739397128824,2021-05-26
0,-12591.487075249945,-20751.20079968512,-25608.06318898465,2021-05-27
0,-11834.193448097123,-15921.264051489014,-11603.044095656544,2021-05-28
0,-12261.22296063107,-18058.461612436637,-18869.235151676894,2021-06-01
0,-13036.12603507129,-16540.247069948382,-16211.716081714454,2021-06-02
0,-12162.548760912128,-18835.651627597563,-17561.457998481743,2021-06-03
0,-13927.99844476087,-18303.167483220535,-23075.670634796123,2021-06-04
0,-12687.299127947665,-16369.53811763639,-21338.023712437618,2021-06-07
0,-11794.362350055142,-18114.973409694554,-24431.75023259243,2021-06-08
0,-13983.535593341632,-24198.025359379528,-29782.231138409657,2021-06-09
0,-11989.782266443692,-15128.870114652225,-13389.528881040087,2021-06-10
0,-14059.426263991396,-19278.238856522104,-20169.62021596313,2021-06-11
0,-15453.850965256544,-19422.09252468931,-16071.779056387302,2021-06-14
0,-13531.753173863444,-16844.310797351773,-13739.676083528542,2021-06-15
0,-13508.703922720924,-13195.511278473215,-13632.227765550195,2021-06-16
0,-13634.236382237244,-15852.686546903982,-19568.628658348945,2021-06-17
0,-13873.468002700905,-14629.040484452005,-10134.656930895486,2021-06-18
0,-13866.77890950802,-17177.35455303282,-22195.21409956971,2021-06-21
0,-12858.000768450456,-14650.627731044486,-11686.043723501887,2021-06-22
0,-12542.425483336192,-14135.188007374856,-17341.968643691154,2021-06-23
0,-14076.943128053172,-19159.94546426652,-26001.893647038807,2021-06-24
0,-13014.150709491229,-19139.029590338552,-19779.20340987428,2021-06-25
0,-11101.57636011153,-11536.44693723576,-9510.817238724969,2021-06-28
0,-13754.817662515317,-19849.04597186117,-24771.75674912235,2021-06-29
0,-15033.136697358541,-18981.42650470594,-23447.09196337681,2021-06-30
0,-13512.730881892345,-14719.887504928814,-17724.029480848374,2021-07-01
0,-11997.899454308748,-15711.1090661127,-11016.267234600522,2021-07-02
0,-13045.170367464201,-17086.522076491252,-21237.33376009074,2021-07-06
0,-13775.793967769956,-20847.363411096296,-26043.993655281767,2021-07-07
0,-13110.254760391726,-21662.337898105132,-18828.097766978703,2021-07-08
0,-13568.458871689349,-16675.892860823813,-14978.116912519716,2021-07-09
0,-11019.076285963467,-13887.037359089396,-7786.367996363418,2021-07-12
0,-12993.687944913396,-15364.243842407708,-15158.143357393155,2021-07-13
0,-12457.64648114992,-15238.301711983742,-16711.154613796094,2021-07-14
0,-14459.545045060357,-19142.266570202897,-16348.200434508815,2021-07-15
0,-13202.414621775799,-15656.491459925375,-19878.05175993197,2021-07-16
0,-13568.834319802249,-15651.265939378158,-15539.45348502573,2021-07-19
0,-12497.217268739956,-12107.106715472692,-14559.069437266686,2021-07-20
0,-14441.524255225915,-20218.05205295412,-21629.854773100808,2021-07-21
0,-14359.33903613988,-19203.038127852855,-19191.74076356788,2021-07-22
0,-15050.491457435608,-22733.045809554307,-26705.07443032501,2021-07-23
0,-13432.429033175003,-16167.09695796094,-16826.389444547905,2021-07-26
0,-14558.310455186765,-21177.1792799602,-24163.32010603163,2021-07-27
0,-13448.739762865578,-21049.49681857617,-19079.21388187565,2021-07-28
0,-15765.557448791169,-16157.867602237946,-17979.94396196325,2021-07-29
0,-12228.164749280035,-7310.305977867794,-4284.706867177695,2021-07-30
0,-15975.067260460837,-16375.436110973282,-17046.900890986228,2021-08-02
0,-17407.63284360151,-19176.330785798298,-22439.08309390484,2021-08-03
0,-14882.539838319653,-22097.035066027824,-25147.955174134604,2021-08-04
0,-19480.65625626275,-29306.105535427003,-41325.003341204276,2021-08-05
0,-17174.694220552636,-19446.850340279016,-24631.668689782036,2021-08-06
0,-14620.475633497146,-13868.81242694729,-14235.931196047843,2021-08-09
0,-15969.939726751094,-16204.021465872996,-21266.357631485498,2021-08-10
0,-14820.530101158152,-16690.175449535258,-18091.9884326989,2021-08-11
0,-17245.080596784963,-22005.819019131195,-25228.8784693137,2021-08-12
0,-16232.271745820162,-17414.234640792893,-19298.957533768757,2021-08-13
0,-15873.388062415714,-18551.648825601354,-19204.73426945548,2021-08-16
0,-16178.171192808022,-22408.461599777194,-22426.84090427162,2021-08-17
0,-16593.846013783623,-13475.116555632494,-13925.37163940616,2021-08-18
0,-15261.905222866782,-17491.8502355839,-14203.462485870403,2021-08-19
0,-17002.90211936898,-18820.248628531073,-13734.796281261999,2021-08-20
0,-18084.129974827018,-20113.53666267897,-17822.04351877322,2021-08-23
0,-17574.54155145706,-24568.145341846794,-30559.801973423735,2021-08-24
0,-14554.707581713232,-24292.539481576354,-27687.78753024376,2021-08-25
0,-16536.169352565666,-24226.037789937785,-26247.690846043886,2021-08-26
0,-16659.52377787591,-17971.39819443146,-18097.902982757707,2021-08-27
0,-16246.915767164883,-16787.136936238912,-16840.48777160758,2021-08-30
0,-15471.113134143981,-20517.33599757202,-19774.309899825228,2021-08-31
0,-17392.173549473846,-21954.797806105886,-19346.244321710925,2021-09-01
0,-16128.973579486788,-18315.523403607862,-20921.53407317974,2021-09-02
0,-12663.845068793837,-9332.297217036004,-5911.177535976698,2021-09-03
0,-14406.01317934374,-14907.244516289622,-17386.255061147272,2021-09-07
0,-14099.784776074137,-18338.06038030778,-19177.626464041794,2021-09-08
0,-15447.366377828219,-22905.198452448803,-17860.1574994782,2021-09-09
0,-15862.778309694844,-16463.277380643056,-15452.185045460674,2021-09-10
0,-14908.800226917256,-14718.416090334758,-14902.136585475922,2021-09-13
0,-14559.380437251906,-15508.839431187802,-15614.525063785282,2021-09-14
0,-14022.979213222572,-15418.018771024417,-16886.986141257792,2021-09-15
0,-16827.85479843147,-21074.968319184925,-20202.77913628081,2021-09-16
0,-15957.396785077486,-22321.087722254193,-24709.45315763493,2021-09-17
0,-16147.45385542555,-20151.12161412834,-21926.267541394503,2021-09-20
0,-10873.852223421758,-10476.982189838947,-12148.590014398531,2021-09-21
0,-14294.056151026369,-13058.554722798608,-9205.846752305044,2021-09-22
0,-16440.40584957709,-24161.186720049638,-27450.929477598052,2021-09-23
0,-16918.69636313545,-31170.97966927875,-37922.94425836137,2021-09-24
0,-16278.907168549153,-25369.44679670466,-27662.434531321265,2021-09-27
0,-15075.800840754147,-19169.717706990272,-21700.825696197815,2021-09-28
0,-15267.546792559606,-22884.122474342978,-18378.114473332404,2021-09-29
0,-15574.177324552662,-15897.36510126632,-10495.75145507583,2021-09-30
0,-15484.53373693275,-16881.917779018775,-15471.925572403901,2021-10-01
0,-15807.765400898843,-23468.548603107618,-26062.93805273309,2021-10-04
0,-13427.78221135816,-20274.391898088823,-20511.670470986635,2021-10-05
0,-17141.29643613504,-21789.359529028898,-27762.948068812708,2021-10-06
0,-16806.049557168684,-22056.690398585135,-22848.055545382187,2021-10-07
0,-16694.031972128734,-28924.685363825094,-33845.524193806035,2021-10-08
0,-14608.025146288743,-16680.30359193457,-17554.846180091143,2021-10-11
0,-15356.65999532162,-21278.919481443918,-23091.057150701476,2021-10-12
0,-15772.428616477524,-18003.7241731585,-21411.35126975062,2021-10-13
0,-15504.19416770648,-14448.852080562174,-13749.217692327222,2021-10-14
0,-14050.178101165024,-18838.935000505553,-15099.240840539454,2021-10-15
0,-15304.296506845669,-25186.694642611867,-28365.934810945524,2021-10-18
0,-14516.634422072419,-24126.250921589683,-21204.492905208044,2021-10-19
0,-14505.715524178053,-19373.29414203734,-20076.268583907342,2021-10-20
0,-13945.751750735946,-13378.220393395257,-8342.617287656338,2021-10-21
0,-14026.253185660997,-16921.879465646503,-11509.788736341727,2021-10-22
0,-13345.675723192599,-15101.029771410418,-17266.399164398314,2021-10-25
0,-15718.6486656641,-16634.852005564302,-16675.968888897245,2021-10-26
0,-12274.306078493788,-14515.57405566412,-12895.519218896396,2021-10-27
0,-14282.717896278693,-21578.04079917094,-24983.065904767598,2021-10-28
0,-16333.82600035856,-27419.74725200329,-33050.276717047025,2021-10-29
0,-15649.927840709008,-23810.785100488993,-21252.33264933325,2021-11-01
0,-15562.115052369363,-21751.414789842744,-23672.335280263196,2021-11-02
0,-12720.74973588775,-9514.361478090235,-4578.755938753937,2021-11-03
0,-14416.252910182991,-16618.722052065204,-16416.927116928637,2021-11-04
0,-15986.523144050954,-21671.31546600664,-24727.190022003855,2021-11-05
0,-17461.225291534196,-22540.87599459172,-24577.358614325098,2021-11-08
0,-14495.90741083332,-14590.917920896325,-13059.786860089218,2021-11-09
0,-15225.373281890748,-19891.409689852742,-22291.856011839016,2021-11-10
0,-15677.224409458468,-14078.2948621755,-14577.899944576755,2021-11-11
