,0,1,2,Date
0,12190.311155727653,8103.962060674794,8986.989088034663,2020-07-09
0,22115.380761243578,-4135.0611678785335,-5266.13599759716,2020-07-10
0,-24286.758863081755,-40221.64326340433,-59242.10897902549,2020-07-13
0,3618.685361410933,15795.655799931634,-36135.78820125832,2020-07-14
0,-4568.0183080578845,-3187.98857235143,-21568.308383759242,2020-07-15
0,-361.543068715686,-749.870508963566,-33217.13516282715,2020-07-16
0,-15387.858686436412,-34619.77166486692,-22914.77742338304,2020-07-17
0,33317.48702251341,-19465.696889314073,-1255.5182242705505,2020-07-20
0,-15246.997893321759,-33016.32900080604,4822.557126244774,2020-07-21
0,-2261.337158126088,-34242.91118400049,24078.24788279353,2020-07-22
0,-34210.27948093628,-22465.0568142701,31188.327308231706,2020-07-23
0,75.96563691396818,18737.45617938341,70645.56077013456,2020-07-24
0,18988.42276260117,59408.58070750081,100662.55799824803,2020-07-27
0,-16556.95879637268,43235.46678570618,67049.1779280496,2020-07-28
0,10041.911482120498,65498.484669559206,77969.41542717288,2020-07-29
0,6451.236800731284,57407.678286296854,40545.51443403962,2020-07-30
0,39615.056074818094,79914.9444585093,56787.53956868595,2020-07-31
0,3192.0428813589733,25279.31852568729,24341.362765585138,2020-08-03
0,4510.58436202946,15249.445898215592,19149.636744822288,2020-08-04
0,2599.176503770196,-13496.903379815934,17765.153140928254,2020-08-05
0,27569.243866794393,5571.537673014659,35148.17269940359,2020-08-06
0,-12118.672749090789,-13115.140771445866,386.6947297429724,2020-08-07
0,-6737.636761596525,-2860.441670929941,34478.81989943041,2020-08-10
0,-24375.656179322596,6610.853336670061,47347.76246425881,2020-08-11
0,22089.720226508558,52471.99538962772,80725.7818834402,2020-08-12
0,8582.711939744762,22306.68646357111,68512.54617061524,2020-08-13
0,-1897.690277158887,35428.54715316396,115549.69212176083,2020-08-14
0,2824.390014830642,43204.55008459154,92930.88576551052,2020-08-17
0,20044.3334236683,47255.66073344231,90358.17710825054,2020-08-18
0,-7103.713905866013,38014.45130371037,80235.92423757762,2020-08-19
0,21531.788824002047,100845.38367087151,115942.92113617911,2020-08-20
0,5638.713999786567,53657.239062680914,101886.9964100254,2020-08-21
0,6620.094541394965,48721.25152587775,38875.24070298157,2020-08-24
0,10914.074682537854,52270.8393242685,11301.02737988991,2020-08-25
0,53572.831024286344,67945.54137251078,-40595.41845111826,2020-08-26
0,-21808.193711137254,23115.027401503903,-73322.84054879066,2020-08-27
0,411.05403734260005,-9200.811804612706,-78649.71294018983,2020-08-28
0,10279.785125955204,-29394.89715366474,-86760.34774225016,2020-08-31
0,25725.80983850862,-78595.34625147632,-94014.06565825417,2020-09-01
0,9287.789345787227,-85757.21675803527,-99097.82844941464,2020-09-02
0,-52596.274289207395,-119012.0471450297,-129730.4298293172,2020-09-03
0,-19867.17769074058,-77867.62546331462,-102665.68148765383,2020-09-04
0,-41304.57159057564,-57063.411856454586,-99667.98319150256,2020-09-08
0,17919.405567109803,2980.8185214916384,-54824.02426541465,2020-09-09
0,-27372.65251657864,-39119.07765004332,-47157.404319154404,2020-09-10
0,-8348.654589187685,-35051.14553124407,-55926.160165957386,2020-09-11
0,2221.1032194589134,-43124.5029146802,-41621.194591137784,2020-09-14
0,19652.66595324566,-38808.00460598114,-21362.7170549468,2020-09-15
0,-24937.730470823542,-32951.019801902126,-23454.873784031275,2020-09-16
0,-23285.37448967159,-44399.64984481946,3716.897865363751,2020-09-17
0,-16573.915811155166,-15026.54642532898,33998.48333166252,2020-09-18
0,6423.923990382831,24927.205682431115,76435.44395197641,2020-09-21
0,26208.146504846292,36298.98088382388,36215.624940459704,2020-09-22
0,-36371.25963839274,12089.816294771212,35459.25563739843,2020-09-23
0,6690.263648004215,56683.8654719389,46080.58280410111,2020-09-24
0,23210.283076645574,74551.8467241636,61727.18091035358,2020-09-25
0,17368.681700325847,17488.02009830474,43902.50952556877,2020-09-28
0,2329.274407010908,25526.390646455948,43345.49331757139,2020-09-29
0,6035.389795232916,-4019.6599916931636,80057.08178009684,2020-09-30
0,23691.318620827402,11419.660123565727,74256.33820251412,2020-10-01
0,-30971.498095793686,-6111.867826531251,36025.33678997772,2020-10-02
0,25309.04437433442,43058.274519425315,61766.6256395666,2020-10-05
0,-26527.10207756851,55735.88343634893,25491.885891399103,2020-10-06
0,21477.05696277667,85056.16210659104,35016.168391784675,2020-10-07
0,6295.272878911306,49052.13478192662,22514.245162506144,2020-10-08
0,16845.799118643044,35183.050742867425,12683.661882960107,2020-10-09
0,38015.7463107584,8197.06992907188,-5341.2206910147315,2020-10-12
0,631.3015282792403,-45408.1847958657,-32281.841907465292,2020-10-13
0,-12642.34515745654,-37657.65975508852,-44410.12145025779,2020-10-14
0,-6995.2160483674015,-28811.907335147618,-18521.583709885155,2020-10-15
0,-9676.973472542773,-23108.60836123528,-51588.62938992775,2020-10-16
0,-17426.81480695168,-4051.303178813182,-9530.939587444343,2020-10-19
0,8743.86799536443,1674.556805030158,-31095.718611615353,2020-10-20
0,-3772.8263540002927,6841.42280215998,-39432.793040871074,2020-10-21
0,-1688.7838233365405,-29806.303177119444,-22819.760102851433,2020-10-22
0,9768.155758675308,5253.879382106341,30751.247840048953,2020-10-23
0,-11388.567525229924,-44043.304332844935,46572.78863009707,2020-10-26
0,14118.80978760889,-32130.053908126385,57346.52501008067,2020-10-27
0,-39835.299604494096,-32717.175872933913,245.97450954188753,2020-10-28
0,34359.683649062514,61494.93044565358,31457.77191099113,2020-10-29
0,-39145.81048723791,52027.81955642755,18239.44564831393,2020-10-30
0,560.5197284611359,93353.65694420147,53907.17668849609,2020-11-02
0,13264.811129851698,48064.74970822813,57915.80423252484,2020-11-03
0,53441.45939716773,22937.679253127873,46516.136283309796,2020-11-04
0,25560.961012550026,-7813.128712476784,-11206.883603515464,2020-11-05
0,-1535.2925633397572,-37442.505740224435,-44115.305278007196,2020-11-06
0,-41141.143188752394,-31943.01043701367,-37209.32345919358,2020-11-09
0,-10491.569804163762,11913.592776518306,-2394.0225237869918,2020-11-10
0,21586.60212501014,17999.062562054616,-4559.839069221028,2020-11-11
0,-5163.124568658156,-12073.859677449716,-9510.892437388993,2020-11-12
0,4126.870530006891,-1332.3436062820538,1585.3109229912557,2020-11-13
0,2280.950534701693,-12018.688356101255,5745.158216397813,2020-11-16
0,-4680.249255450274,-26617.68324983079,1382.4054885472333,2020-11-17
0,-8565.909308047017,-6002.72024724625,32486.85060719975,2020-11-18
0,5649.480030648512,8555.08615440375,44564.29465069673,2020-11-19
0,-6686.883049617276,11217.381574183775,30679.355239651195,2020-11-20
0,-12556.934238270716,15872.227771253303,33836.10187347191,2020-11-23
0,16462.980251308356,55960.81252367894,60204.77152163749,2020-11-24
0,5997.4624115166935,42043.628438555366,42423.251444774716,2020-11-25
0,8300.652260072202,27968.884302806917,11504.341442724795,2020-11-27
0,-1981.412574443677,15729.664085963781,7005.0393135779095,2020-11-30
0,26269.392675909672,30373.620870934174,7407.978447606163,2020-12-01
0,3080.3184189425747,3326.350507344645,-11238.404722753621,2020-12-02
0,-7677.745868710796,-23671.67820471347,-2993.0451324559444,2020-12-03
0,-3712.6629984011706,-12414.7572007323,10937.489434131248,2020-12-04
0,12449.475678115614,-10141.22247834386,16587.971299270164,2020-12-07
0,-598.9457314445663,-15182.635694908218,-1446.8219729005386,2020-12-08
0,-23869.966837289085,-3485.0315375743244,-1846.935847579293,2020-12-09
0,3695.796761690011,27380.55513253832,22256.390863985438,2020-12-10
0,-1385.0483395088695,25240.718673702104,11934.19112555037,2020-12-11
0,7234.887101106781,21211.70368158623,14189.162245826805,2020-12-14
0,11391.805782358299,12822.791259785481,35139.67964270519,2020-12-15
0,6173.392055893417,627.9888171368339,24981.279607532968,2020-12-16
0,1590.4540057757745,-11410.06705388397,6506.197742663275,2020-12-17
0,-5249.920693852763,-12135.065306206692,9921.314049489154,2020-12-18
0,-957.3408818621722,20885.30829877154,-6651.1256658791945,2020-12-21
0,-887.17908477917,23472.604468176334,882.2891918296563,2020-12-22
0,-5800.018866205184,12137.553291550345,-23899.310936236314,2020-12-23
0,771.5872599826412,23364.356839541935,3119.407847807041,2020-12-24
0,27634.95713590682,389.9552223273439,7352.895922973566,2020-12-28
0,2065.851322844341,-19963.70369289748,-44943.223567402005,2020-12-29
0,-11979.046558852784,-47161.59790287994,-54856.290750801716,2020-12-30
0,5222.67879395557,-14516.948750602907,-31110.649057866493,2020-12-31
0,-21658.999571293563,-14517.36513147616,-49879.119948031366,2021-01-04
0,6662.689269817773,-18843.449655063003,-30349.00239573529,2021-01-05
0,-25811.716184877354,-33665.955973843156,-19784.56937084855,2021-01-06
0,21809.819917247816,4785.910576345504,71491.55072890184,2021-01-07
0,4981.624905944853,-30879.177450103987,60845.53235170539,2021-01-08
0,-25882.763538522937,-37209.175317314366,54541.83001283749,2021-01-11
0,-8558.28794484219,5757.333303024097,87780.6583948289,2021-01-12
0,12948.998520852667,80542.20119249349,107048.2372733363,2021-01-13
0,-14571.771970310645,78903.21956357722,52383.32680359065,2021-01-14
0,-1182.4014055484276,93965.7514316156,64696.435945568344,2021-01-15
0,17718.818189352165,100669.1951593269,44983.91872749833,2021-01-19
0,65032.5556826158,91286.97434656245,51999.23123427489,2021-01-20
0,12278.520191084202,-10666.702611067783,2613.169180880327,2021-01-21
0,-506.89921829322407,-26842.645872808145,-3526.5380534717833,2021-01-22
0,5059.074283686923,-45703.71335987207,6470.839989507436,2021-01-25
0,8921.428256262658,-26996.202058989187,6827.395272730428,2021-01-26
0,-36963.295550956645,-22619.377325996844,-6268.278549411972,2021-01-27
0,-2546.470470444049,21799.784524491268,35559.133429171794,2021-01-28
0,-19703.088684919356,33755.9204034895,40237.55477648157,2021-01-29
0,24325.286738858333,59737.7487249648,55745.868813978675,2021-02-01
0,13493.774852924413,30175.101150913764,32530.768076272136,2021-02-02
0,5744.281263597077,19316.522174177597,19714.118032350572,2021-02-03
0,10114.946647981544,16210.869366313073,10653.503411250307,2021-02-04
0,4817.625895122068,1013.4239323773763,-4997.470076664067,2021-02-05
0,-4184.701798586919,-2020.6005082677975,-24594.17746900793,2021-02-08
0,2930.4090457703933,3047.471921116732,-37025.042522219606,2021-02-09
0,2526.246899938063,-2788.9178310635198,-30113.151232982556,2021-02-10
0,-5041.149835895823,-11052.037046295536,-31756.751021113843,2021-02-11
0,1792.3204249812306,-20795.684321940444,-55171.3631602739,2021-02-12
0,774.4305197735645,-39180.97402162437,-54387.03865778535,2021-02-16
0,-2920.1438069909914,-30287.369473960855,-28426.260316046937,2021-02-17
0,-5774.8029975449135,-26538.36716222907,-38545.26788055469,2021-02-18
0,-14709.085867405334,-49311.37716621807,-60185.93562329981,2021-02-19
0,-16992.101114223136,-32557.86704946699,-50421.186629672484,2021-02-22
0,10105.51434474769,12112.274750783188,-17857.935535435692,2021-02-23
0,840.5535340457914,-11502.886405040525,-62070.00994200699,2021-02-24
0,-29231.98560737709,-40121.90783219432,-32863.63218580415,2021-02-25
0,2756.9333989039133,-15520.34489205655,-6713.580413326662,2021-02-26
0,28630.719151713998,-1843.1243757886077,16903.119314672123,2021-03-01
0,-13490.559220532268,-63806.37100940835,-25276.57990296214,2021-03-02
0,-28084.41877885904,-20621.299168224825,-2213.0139098254213,2021-03-03
0,-4647.646420361765,4114.183616249854,37997.136401231204,2021-03-04
0,16637.177332271785,35804.43337411959,48044.41012058601,2021-03-05
0,-35290.37368984487,4619.229685114781,-131.25618178428795,2021-03-08
0,31947.87088247999,51444.113391959014,51356.570213621475,2021-03-09
0,-3329.039680359453,30310.49707431534,33065.630912340224,2021-03-10
0,26895.50726421392,38900.75845594771,40825.79577942216,2021-03-11
0,-14000.180736737848,-18796.648914972553,-6191.241184574517,2021-03-12
0,9676.567631552896,9447.608862404662,-3377.052543081973,2021-03-15
0,11221.867353253887,13784.309562221093,-7320.428661872993,2021-03-16
0,4953.773506999772,6694.371271014232,-6779.315471014526,2021-03-17
0,-30189.168224004206,-17692.691487324017,-17724.954091520463,2021-03-18
0,14067.655503411153,1427.259278523368,28341.265255820363,2021-03-19
0,14184.192589251243,-6707.265977173363,36399.54755218641,2021-03-22
0,4341.724912729466,-9153.14561304974,47045.05183510421,2021-03-23
0,-19162.88698149438,-19218.58832436375,42512.51381586219,2021-03-24
0,-11182.959717107815,15299.25068107144,77470.8118411172,2021-03-25
0,5680.358661646548,49500.27029046428,99611.88325429581,2021-03-26
0,11689.084560294885,68991.73345806905,104439.14466501665,2021-03-29
0,-5981.182755838516,56509.79927870433,84676.91234500906,2021-03-30
0,15322.389117664765,77416.61596009009,98228.85571541467,2021-03-31
0,22013.60421945987,70912.75262566919,62292.13699741245,2021-04-01
0,24415.94977422703,58614.33199252802,57132.61630318189,2021-04-05
0,-47.628710265110726,26755.228765602515,30719.54308048963,2021-04-06
0,13730.475073483665,33442.95650632449,30864.18464634115,2021-04-07
0,9192.574307058603,1077.5051737827785,9701.119538673462,2021-04-08
0,10179.401978817452,8689.13250942525,-12775.321109434659,2021-04-09
0,-6440.43013272325,-2778.983619963567,-33872.414029858446,2021-04-12
0,6389.045595073286,3902.574870025025,-15989.245456904308,2021-04-13
0,-18041.053503204417,-9573.554656007087,-13818.383911573057,2021-04-14
0,16926.162034924295,-5038.5304860572305,1007.5167927221755,2021-04-15
0,-1246.8062770059248,-32523.822678594715,-5435.399121700993,2021-04-16
0,121.03022973078305,-19978.5100395154,16217.498768204838,2021-04-19
0,-7026.7196096383805,-11262.682083224416,10337.730763960331,2021-04-20
0,-13384.963348644771,-7349.94653184394,9550.443153024831,2021-04-21
0,-11032.372740179579,16213.152430425662,2825.7335903671337,2021-04-22
0,11550.157928755163,48763.59662348323,7170.682714862547,2021-04-23
0,8809.409882962154,30547.379353888085,6992.425736359453,2021-04-26
0,-3193.6920054455654,13754.641872572776,984.7279878279196,2021-04-27
0,10217.571053218555,-3018.5290140891057,-27067.502709832177,2021-04-28
0,20365.05507033116,-19985.73317739946,-35597.076962273495,2021-04-29
0,-5810.533235653283,-28575.37727237253,-75642.50851240239,2021-04-30
0,-7501.879700706825,-20096.751753452307,-62128.453855661865,2021-05-03
0,-19846.835080953042,-43410.222467142026,-33912.94095498105,2021-05-04
0,-6813.558570119994,-22527.90432707696,-14912.752017548286,2021-05-05
0,11413.415029212858,-37625.70041593572,-18770.266748243135,2021-05-06
0,2759.0398541603736,-40202.131626441056,-26832.50695345836,2021-05-07
0,-31085.158072394548,-21419.66415345952,-11831.47415790831,2021-05-10
0,1616.75887812284,9492.441710441624,10153.224242415938,2021-05-11
0,-22165.569017594986,-2943.261013428,26648.253617508126,2021-05-12
0,8717.514477978564,22834.338271007833,52139.9389586672,2021-05-13
0,22401.362476159833,32435.824283445818,45865.53762141592,2021-05-14
0,-550.9870658518994,115.0567650275243,19392.11770902013,2021-05-17
0,-10703.859823989489,18630.88511585694,16330.327206991693,2021-05-18
0,3098.704222728402,31811.469065134086,26850.545903617778,2021-05-19
0,18220.169520308566,31327.436141188547,25136.968323899157,2021-05-20
0,-9633.824159908138,9418.4885913616,-5755.747855661328,2021-05-21
0,17855.698302131746,15490.63513081388,17690.82526547485,2021-05-24
0,2077.7630340723654,-2884.673847877181,4239.366171993017,2021-05-25
0,2654.376445140504,-3432.108321531955,6206.864482402255,2021-05-26
0,-3467.61404554157,-18518.98756082224,1168.9619721590373,2021-05-27
0,-3585.098642173061,-1468.0431470752383,11880.985222722022,2021-05-28
0,-530.6917342335366,6571.961393784254,16521.94066675143,2021-06-01
0,1582.5711362337202,11233.305842143562,33214.13710841055,2021-06-02
0,-12532.86320339574,7307.127139648253,26434.12495399759,2021-06-03
0,13745.328986128303,27153.006367880822,38426.0704218263,2021-06-04
0,4412.105270479102,14299.556925238572,38384.243483973936,2021-06-07
0,4186.451848112736,26069.65078101008,27339.74984549656,2021-06-08
0,-2380.31614851781,16555.663444364436,25171.361568821492,2021-06-09
0,6934.4810323025695,17953.404145565248,43138.433513369935,2021-06-10
0,1083.6225893546155,24784.28253563179,37192.41726637195,2021-06-11
0,16048.90822790308,16993.509578638463,37331.976024997144,2021-06-14
0,-5044.8449879602285,3278.4987829879274,19694.924501689347,2021-06-15
0,-1008.4538202442661,23693.349451617178,40711.621329679634,2021-06-16
0,13615.017676738582,25861.375049509203,41195.44836903611,2021-06-17
0,-6520.076239922062,13476.776923797683,22007.283399483655,2021-06-18
0,2434.909632737284,19043.711773821808,36713.66298483856,2021-06-21
0,15195.0028206928,32295.4279708451,46831.687401270705,2021-06-22
0,1103.4602014841182,15981.11802574572,47094.5178566931,2021-06-23
0,1335.1971992136705,9646.439248099563,47852.503961926326,2021-06-24
0,-1238.4442937438403,15926.315514587302,40427.92839275872,2021-06-25
0,15349.606940717249,29878.639906123153,49466.47025228987,2021-06-28
0,-648.8966577520434,30484.711696823368,36490.54275026482,2021-06-29
0,-5012.411291532877,33066.814117615366,37655.9277504785,2021-06-30
0,7574.858949145875,32045.577085429344,50069.40731170463,2021-07-01
0,12524.003443911843,31854.48595991406,33556.6878593586,2021-07-02
0,15750.080869641963,21557.20467478344,8605.794826586349,2021-07-06
0,1801.728554715951,6326.009097791812,-19485.777032445978,2021-07-07
0,-6042.317512210979,11454.88576568781,-9786.53375131208,2021-07-08
0,7306.499906380326,9085.166990918256,-5639.63025359774,2021-07-09
0,2704.196146728776,-9966.605966136194,-4843.111162869237,2021-07-12
0,670.3830439744461,-24983.733795559267,14664.41847502499,2021-07-13
0,6871.939785298825,-14288.573489004864,21651.474858658363,2021-07-14
0,-8525.007209297337,-22817.368914756607,1953.5570398529503,2021-07-15
0,-11675.954352421511,-6322.873574596094,11052.169730955642,2021-07-16
0,-12384.510480946534,27831.739728766246,11571.620448238104,2021-07-19
0,11716.766295959278,48868.8152765915,7470.358074598862,2021-07-20
0,-1952.7528677977211,23249.635019356203,-6898.968631512145,2021-07-21
0,8111.773423416845,25475.408013176082,-2169.053482015921,2021-07-22
0,22167.44909210392,6172.377781639405,-4737.610945069897,2021-07-23
0,7457.31974437596,-31856.050405713402,-18650.72896766414,2021-07-26
0,-12588.204123475314,-41336.11175822468,-29685.14705966339,2021-07-27
0,295.49336868050057,-26426.930554665112,-17520.286455077476,2021-07-28
0,-10491.481411117358,-21428.289353659377,-21229.748236874773,2021-07-29
0,-16596.738146788943,-3172.1294402537696,-14619.82588402832,2021-07-30
0,-2472.5942567839297,9610.12956582175,8616.509462899381,2021-08-02
0,2958.2798644410313,12028.425487621751,13209.900339844111,2021-08-03
0,5319.730589294924,5463.27751755228,16786.602812667028,2021-08-04
0,7929.6217834789895,-3810.624754703897,204.85259314104496,2021-08-05
0,-4008.83826079906,-4960.85174279269,-16842.14774676725,2021-08-06
0,-110.33863587516768,1042.3601115675206,-4528.869240754847,2021-08-09
0,-3656.043324694828,7593.783433422315,4123.583679729762,2021-08-10
0,-3934.7379510650853,116.98245000627776,22458.61902689381,2021-08-11
0,6702.294689914961,-5271.688472967586,31916.79695788967,2021-08-12
0,2057.583871728782,-3316.3546279626635,23217.443393246373,2021-08-13
0,6387.971454904551,3019.217247019459,18534.89689603528,2021-08-16
0,-11056.703484314887,11192.23316836534,26991.531640215704,2021-08-17
0,-9210.561145789175,27840.404382992263,57492.70986873727,2021-08-18
0,8310.282923084802,35330.25634115877,68937.72049840294,2021-08-19
0,8581.852637705462,24374.543415753633,68513.68931201681,2021-08-20
0,14591.881601164354,30523.48286767347,56264.16078349089,2021-08-23
0,5382.892302112516,34457.24065118227,44887.360688628454,2021-08-24
0,-1840.0033842465768,30532.26747012076,54529.67703894001,2021-08-25
0,-2492.148074546978,40554.837582743625,51864.021058695864,2021-08-26
0,14608.877886885468,40059.66330930698,47636.6257186775,2021-08-27
0,18558.09695163969,28909.29472397871,21490.39459471048,2021-08-30
0,1572.5729546734783,24974.164422685673,645.0493841036609,2021-08-31
0,7824.5433497830345,18675.331401949305,-7403.083206928069,2021-09-01
0,-2961.10347071838,4264.476923198236,-9601.437921254514,2021-09-02
0,3674.4565100140917,-3657.0823990377485,-6540.836401839602,2021-09-03
0,14548.671067763944,-9454.298605522286,-22681.89438860419,2021-09-07
0,-4596.362156919398,-29721.909816422,-59407.20192039402,2021-09-08
0,-6225.358709489554,-19797.381329226948,-54109.14070744576,2021-09-09
0,-10851.976843127683,-13673.983621986186,-42846.21504122589,2021-09-10
0,-2037.5404820058857,-15441.864756765777,-25180.17264310668,2021-09-13
0,-6311.978433365435,-36667.160791483184,-17965.54849667422,2021-09-14
0,5616.716808380577,-29460.215896270485,-15971.667771141289,2021-09-15
0,33.22485681653029,-29410.850304857835,-48637.33503885387,2021-09-16
0,-12674.752029022999,-22528.131585047413,-46038.3111066857,2021-09-17
0,-23569.51384281386,-4723.273710465684,-34852.751130813085,2021-09-20
0,1075.0382846196117,14747.436907854393,-2425.064562126514,2021-09-21
0,5529.835006923644,-14412.146031481509,-30549.586749522663,2021-09-22
0,7217.471989526228,-17168.552697986564,-13687.756662311162,2021-09-23
0,5570.675842170865,-25040.14648131004,-13570.460662608913,2021-09-24
0,-4412.937507042878,-21400.004550428755,-17091.858646728582,2021-09-27
0,-27831.236459924152,-44046.83602864376,-12125.770278069147,2021-09-28
0,2558.8410151783505,6076.43677357366,6849.299135723941,2021-09-29
0,-1066.7946879703031,10532.127482446518,-2536.3881982848884,2021-09-30
0,9369.01666785498,13528.682552533173,3687.7311462089983,2021-10-01
0,-27549.51298526792,4750.840821495077,8114.258460360705,2021-10-04
0,22949.891328114183,23792.865513320205,41132.30812874639,2021-10-05
0,7296.517236612206,-5640.7573772699725,34114.983299559215,2021-10-06
0,2043.548811211444,-7752.643629531963,33881.651680996,2021-10-07
0,630.7113707286281,3897.76027792239,24693.11406116947,2021-10-08
0,-8989.443287557991,7762.389051562177,35651.91779280542,2021-10-11
0,-6533.979691924322,33074.99354195361,24934.132863631436,2021-10-12
0,5182.388995138228,47287.56093745253,35580.086213000075,2021-10-13
0,13829.337604106682,34904.56128814821,27025.892724847046,2021-10-14
0,4456.762728186424,32320.776267121444,19048.844272534305,2021-10-15
0,15985.817639587842,8223.542354786123,28902.766026686357,2021-10-18
0,7167.176227298006,-3743.2640080225965,16940.63658798307,2021-10-19
0,-6846.901331435401,-13955.99085037159,193.4362716856349,2021-10-20
0,11586.420939196298,-910.8781956265236,9237.18451630764,2021-10-21
0,-19213.631275106654,1292.7786932634363,10090.437760926296,2021-10-22
0,3819.627121703624,24660.259732167924,34060.0929650127,2021-10-25
0,-3206.4527424338717,11118.696356668344,30744.854227497577,2021-10-26
0,6067.7185399612945,16574.356925315944,31681.960808345077,2021-10-27
0,14147.394272022439,23622.947141039003,30353.051620388476,2021-10-28
0,4018.816868868702,13420.679257843842,-4361.219787685822,2021-10-29
0,-9094.195599049839,10206.551822164622,-5312.9404205689025,2021-11-01
0,1841.4962820315218,16850.330940708114,29359.22241799203,2021-11-02
0,12809.654831482481,19927.03973369145,31511.43014804634,2021-11-03
0,4147.540210451427,-13281.067711837939,18600.476550308,2021-11-04
0,240.21246326989422,-14736.742097953389,18198.66924651716,2021-11-05
0,-2364.853471755423,10472.057606182141,30555.995414162477,2021-11-08
0,4829.685083470892,16553.809096131998,37340.75636018843,2021-11-09
0,-19992.106193222477,12136.527663247287,14769.764316255703,2021-11-10
0,2910.1000898829134,36558.442015860426,32123.295497926676,2021-11-11
0,25486.17114270604,45915.206586412845,33548.121739638904,2021-11-12
0,3786.230339338972,24553.100930421017,-10745.940159154396,2021-11-15
0,363.5602581119009,3422.5891675955645,122.07305526283017,2021-11-16
0,3719.0874756021713,-131.09922752253397,-15872.718708665092,2021-11-17
0,12187.618044838124,147.61687025539754,-40303.353029209524,2021-11-18
0,4295.691706633963,-30285.51238189532,-51670.442842806064,2021-11-19
0,-17164.85236909814,-20380.234273597525,-68772.06669429256,2021-11-22
0,-3299.2820071339806,-19597.192421880536,-34933.07555037759,2021-11-23
0,4176.463497025154,-37356.779443321844,-6592.926621047276,2021-11-24
0,-18327.6459419502,-40442.78562650771,425.1298600091377,2021-11-26
0,14668.10525784761,-35394.69085940525,10456.553233299272,2021-11-29
0,-16396.361003161473,-31705.963355729895,273.7417615932927,2021-11-30
0,-21486.580265809753,9777.869688711282,6551.162189523907,2021-12-01
0,896.9014294541357,43348.90673766246,21240.77008857268,2021-12-02
0,-13799.613270488568,32637.682925005643,42100.15401586189,2021-12-03
0,19005.390955597264,51709.80182072317,30012.68054202665,2021-12-06
0,25899.628308411047,22351.792273571402,5624.898719135234,2021-12-07
0,11074.231678905562,-10540.661053496646,-28142.20132923148,2021-12-08
